numero_turno,nome_municipio,sigla_partido,descricao_cargo,nome,total_votos
1,ROLANTE,MFT,VEREADOR,CARLA ANTONIO SIMIONATO SARTORI,13
1,ROLANTE,PST,VEREADOR,FLAVIA LUIZ FREITAS MOTA,17
1,ROLANTE,PST,VEREADOR,MARIA SPIECKERT,128
1,ROLANTE,PST,VEREADOR,MARINES RICARDO TEIXEIRA ALVES,177
1,ROLANTE,MFT,VEREADOR,ELISEU BOSCARDIN TREMEA,49
1,ROLANTE,PST,VEREADOR,ANTONIO SARTORI,36
1,ROLANTE,PST,VEREADOR,ANTONIO LEMOS ANTUNES,178
1,ROLANTE,PEN,VEREADOR,MANIR LUIS CAMINHA DA SILVA,14
1,ROLANTE,PEN,VEREADOR,ALESSANDRO CASTANHO DOS SANTOS,56
1,ROLANTE,PEN,VEREADOR,LUCIANE FALQUEMBACH,70
1,ROLANTE,PCT,VEREADOR,SERGIO NAUE,118
1,ROLANTE,PCT,VEREADOR,MARA HELENA SAVARIS RIGONI,22
1,ROLANTE,PCT,VEREADOR,FELIPPE PESSANO NETO,137
1,ROLANTE,PCT,VEREADOR,NESIO GOROSTIDE MENNA BARRETO,27
1,ROLANTE,PCT,VEREADOR,VOLMIR ANTONIO LACERDA,74
1,ROLANTE,PCT,VEREADOR,PAULO MARIA DAL AGNOL,17
1,ROLANTE,PCT,VEREADOR,VALMIR VLADIMIR EW,68
1,ROLANTE,PCT,VEREADOR,LORI BERTOLDO STREIT,31
1,ROLANTE,PCT,VEREADOR,ANGELITA KAMINSKI,21
1,ROLANTE,PPP,VEREADOR,KELLY PIRES SCORTEGAGNA,13
1,ROLANTE,PPP,VEREADOR,MARINO LADICK MATTIA,61
1,ROLANTE,PPP,VEREADOR,LUIZ RICARDO KOCHENBORGER,37
1,ROLANTE,PPP,VEREADOR,JULIANO LUIS SCHMITT,357
1,ROLANTE,PGB,VEREADOR,VALDOMIRO RUTSATZ MACHADO,12
1,ROLANTE,PGB,VEREADOR,ALCINDO MATOS MOREIRA,366
1,ROLANTE,PGB,VEREADOR,VALMIR SILVEIRA DE SOUZA,214
1,ROLANTE,PGB,VEREADOR,ODETE KUHN,2
1,ROLANTE,PGB,VEREADOR,MARINDIA FERREIRA DE BITTENCOURT,8
1,ROLANTE,PGB,VEREADOR,IRENE OLDRA,9
1,ROLANTE,PGB,VEREADOR,SERGIO VIEIRA DOS SANTOS,68
1,ROLANTE,PGB,VEREADOR,JOSE LOPES,366
1,ROLANTE,PGB,VEREADOR,ADILSON MILANI,159
1,ROLANTE,PVN,VEREADOR,LUIZ LUCERO DE CARLI,118
1,FLORIANO PEIXOTO,PV,PREFEITO,EVERALDO LUCIA DA COSTA BONATTO,772
1,FLORIANO PEIXOTO,PVN,PREFEITO,ORLEI COLVARA DE PAULA,946
1,FLORIANO PEIXOTO,PV,VEREADOR,LIANE ROSECLER RICH,106
1,FLORIANO PEIXOTO,PV,VEREADOR,MARCIO CREMONINI TIBOLA,155
1,FLORIANO PEIXOTO,PV,VEREADOR,JANDIR LOMBARDI,87
1,FLORIANO PEIXOTO,PV,VEREADOR,ELIANE TRINDADE,79
1,FLORIANO PEIXOTO,PV,VEREADOR,CLEZIO PEREIRA DA SILVA,76
1,FLORIANO PEIXOTO,PV,VEREADOR,ANDREIA DA SILVA SOUZA SILVESTRINI,52
1,FLORIANO PEIXOTO,PGB,VEREADOR,ANDERSON MAGNABOSCO,6
1,FLORIANO PEIXOTO,PV,VEREADOR,ADRIANA MACIEL SIPRIANO,20
1,FLORIANO PEIXOTO,PV,VEREADOR,ADELINO ANTONIO VIEIRA FONSECA,25
1,FLORIANO PEIXOTO,PV,VEREADOR,SILVIONEI RUSKOWSKI LOPES,35
1,FLORIANO PEIXOTO,PGB,VEREADOR,MARTINHO BARBOSA,84
1,FLORIANO PEIXOTO,PAC,VEREADOR,ROGER GONCALVES MADRUGA,26
1,FLORIANO PEIXOTO,PVN,VEREADOR,DENILSON DAKMER,126
1,FLORIANO PEIXOTO,PVN,VEREADOR,ELTON HENRIQUE SIMON,106
1,FLORIANO PEIXOTO,PVN,VEREADOR,MARILIA INACIO KIRCH,85
1,FLORIANO PEIXOTO,MFT,VEREADOR,LUIS APARECIDA SEIDLER,28
1,FLORIANO PEIXOTO,MFT,VEREADOR,TIAGO MOACIR FREITAS DE OLIVEIRA,7
1,FLORIANO PEIXOTO,PG,VEREADOR,DAIANA TERESINHA FONSECA DA SILVA,118
1,FLORIANO PEIXOTO,PVN,VEREADOR,MICHELE RIBEIRO DE SOUZA,26
1,FLORIANO PEIXOTO,PR,VEREADOR,VANDERLEI QUOOS DE VASCONCELOS,115
1,FLORIANO PEIXOTO,PVN,VEREADOR,GELSON BARBOZA CANIELAS,5
1,FLORIANO PEIXOTO,PR,VEREADOR,JOSE ALVES BRAGA,7
1,FLORIANO PEIXOTO,PR,VEREADOR,MARILEI CELSO FUHR,3
1,FLORIANO PEIXOTO,MFT,VEREADOR,JONIA SILVEIRA LESSA,5
1,FLORIANO PEIXOTO,PR,VEREADOR,GENTIL MARIA LORENCE FRAGA,98
1,FLORIANO PEIXOTO,PVN,VEREADOR,GLEISON LOPES DE CARVALHO,151
1,RONDA ALTA,PV,PREFEITO,MIGUEL BONETTE TABORDA,3421
1,RONDA ALTA,PG,PREFEITO,MARCOS FRANCISCO GONCALVES BARCELLOS,3250
1,RONDA ALTA,PV,VEREADOR,MAILA DEVES DE LIMA,68
1,RONDA ALTA,PV,VEREADOR,SILVANIO JUDITE MALLONEK,519
1,RONDA ALTA,PCT,VEREADOR,MARLON CARLOS COELHO MARTINS,212
1,RONDA ALTA,PV,VEREADOR,ADRIANA FRANCO FERREIRA,34
1,RONDA ALTA,PV,VEREADOR,LUIZ LUIS CAPELETI,417
1,RONDA ALTA,PV,VEREADOR,ELIOMAR CECATTO,289
1,RONDA ALTA,PV,VEREADOR,PEDRO CESAR FERNANDES DE SOUZA,96
1,RONDA ALTA,PGB,VEREADOR,LORIS CEZAR DA ROSA,228
1,RONDA ALTA,PV,VEREADOR,SIDNEI PERTUZZATTI SANTI,443
1,RONDA ALTA,PST,VEREADOR,MARIA DALILA PEREIRA REIS,403
1,RONDA ALTA,PV,VEREADOR,TITO SAMERSLA MERCONI,186
1,RONDA ALTA,PG,VEREADOR,ROQUE MARCELO DOS SANTOS,241
1,RONDA ALTA,PO,VEREADOR,RUDINEI FLORES MARTINS,153
1,RONDA ALTA,PG,VEREADOR,ANTAO DE ARAUJO MELO,396
1,RONDA ALTA,PVN,VEREADOR,VITOR CARVALHO MARQUES,719
1,RONDA ALTA,PR,VEREADOR,CARLOS ALBERTO DA SILVA LIMA,290
1,RONDA ALTA,PO,VEREADOR,CAMILA OLIVIO LENHART,101
1,RONDA ALTA,PO,VEREADOR,ALFREDO HARTMANN,161
1,RONDA ALTA,PG,VEREADOR,MOACIR FRAGA FONTOURA,281
1,RONDA ALTA,PG,VEREADOR,EUNICE ALBERTO ROSA FIALHO,27
1,RONDA ALTA,PG,VEREADOR,IVANETE JOAQUIM FIDALGO DE OLIVEIRA,107
1,RONDA ALTA,PV,VEREADOR,JURACI GONCALVES,238
1,RONDA ALTA,PV,VEREADOR,MIGUEL SANTOS OLIVEIRA,11
1,RONDA ALTA,PR,VEREADOR,LAIRTON BECKER,133
1,RONDA ALTA,PR,VEREADOR,JOSE ANTONIO FORTES DA SILVA,586
1,RONDA ALTA,PR,VEREADOR,MARIZA JOSE JAHN,6
1,RONDA ALTA,PV,VEREADOR,ALICE ANDREOLA MONTANARI,5
1,CHUVISCA,PVN,PREFEITO,ERVINO NEITZKE TIMM,1724
1,CHUVISCA,PST,PREFEITO,JOEL NIEDERAUER MARTINS MACHADO,1935
1,CHUVISCA,PVN,VEREADOR,CYLON RICARDO ADAMY DA ROSA,247
1,CHUVISCA,PVN,VEREADOR,ANA JOEL PORTELLA DO NASCIMENTO,12
1,CHUVISCA,PVN,VEREADOR,BRENO VETTORAZZI,90
1,CHUVISCA,PVN,VEREADOR,CELIANE ELISEU DIDONET,22
1,CHUVISCA,PVN,VEREADOR,WALDIR CAGLIARI,79
1,CHUVISCA,PVN,VEREADOR,VINO RENATO PEREIRA FAGUNDES,277
1,CHUVISCA,PPP,VEREADOR,JOSE ROBERTO DA FONSECA,222
1,CHUVISCA,PPP,VEREADOR,VILMA DOS SANTOS BRIZOLA,62
1,CHUVISCA,PEN,VEREADOR,ZENILDA TERESINHA DE MATTOS MIRANDA,19
1,CHUVISCA,PEN,VEREADOR,JUCELINO OLIVEIRA DE MELO,172
1,CHUVISCA,PVN,VEREADOR,SELMA JOSE PIAS MACHADO,13
1,CHUVISCA,PVN,VEREADOR,SERGIO TAMARA BELMONTE LOPES,280
1,CHUVISCA,PVN,VEREADOR,PAULO ROBERTO RIFFEL,168
1,CHUVISCA,PEN,VEREADOR,MARCIO GRANDO,238
1,CHUVISCA,PR,VEREADOR,HELIO JOSE DOS SANTOS,266
1,CHUVISCA,PR,VEREADOR,IEDA LIRIO DE LIMA,272
1,CHUVISCA,PR,VEREADOR,DENISE CARLOS DUCATTI,125
1,CHUVISCA,PST,VEREADOR,JULIANO DE MORAES,252
1,CHUVISCA,PST,VEREADOR,LUIZ VANDERLEI FLORES VIEIRA,258
1,CHUVISCA,PST,VEREADOR,ANTONIO DIAS DE FREITAS,62
1,CHUVISCA,PG,VEREADOR,FABIANO ADAO DIESEL,359
1,CHUVISCA,PST,VEREADOR,NILZA PEREIRA DOS SANTOS,5
1,CHUVISCA,PST,VEREADOR,ANDERSON CARDOSO,11
1,CHUVISCA,PR,VEREADOR,PATRICK TORRES RIBEIRO,52
1,RONDINHA,PR,PREFEITO,EZEQUIEL MICHELE DA SILVA,2434
1,RONDINHA,PG,PREFEITO,CLOVIS ENDER SILVA LOPES,1885
1,RONDINHA,PR,VEREADOR,EDUARDO ANDRADE MACHADO,327
1,RONDINHA,PR,VEREADOR,MARILAINE BUBOLS DOS SANTOS,219
1,RONDINHA,PR,VEREADOR,RENATO SIZENANDO DOS SANTOS LOPES,353
1,RONDINHA,PR,VEREADOR,DEJANE MARIA PEDROZO,308
1,RONDINHA,PR,VEREADOR,NEREI CAFUMAN,359
1,RONDINHA,PR,VEREADOR,ADAIR SPEDITO STOCKER,320
1,RONDINHA,PR,VEREADOR,ELISABETE MARIA LOVATTO SARTORI,45
1,RONDINHA,PR,VEREADOR,IVANIA FRANCISCO FONTOURA,69
1,RONDINHA,PR,VEREADOR,VALDOMIRO TEREZA PIAZZA DALLETEZZE,24
1,RONDINHA,PR,VEREADOR,ADAO PRIMIERI,171
1,RONDINHA,PG,VEREADOR,SILVANA TERESINHA GODOI,235
1,RONDINHA,PG,VEREADOR,RAMON NICHETTI COMIOTTO,250
1,RONDINHA,PG,VEREADOR,BETO DA ROSA VIEIRA,111
1,RONDINHA,PVN,VEREADOR,AMARILDO IGUASSU VILANOVA DA ROCHA,45
1,RONDINHA,PV,VEREADOR,VANESSA DE SOUZA FELIX,41
1,RONDINHA,PV,VEREADOR,DIOGO ALZENIR CATTO,190
1,RONDINHA,PV,VEREADOR,MARFISA JOANA TEPONTE,149
1,RONDINHA,PV,VEREADOR,JUNIOR PEREIRA DOS SANTOS,195
1,RONDINHA,PV,VEREADOR,AMARILDO ROSOLEN,194
1,RONDINHA,PV,VEREADOR,DILHERMANDO JOSE EMANOELLI,248
1,RONDINHA,PV,VEREADOR,SERGIO PIRES DE MORAIS,242
1,RONDINHA,PVN,VEREADOR,DECIO MULLER,69
1,RONDINHA,PV,VEREADOR,NAIR BECHAIRA,11
1,RONDINHA,PG,VEREADOR,ROSANE ORSO,13
1,ESPERANCA DO SUL,PGB,PREFEITO,JAIR APPEL,1145
1,ESPERANCA DO SUL,PVN,PREFEITO,MOISES DE SOUZA,1402
1,ESPERANCA DO SUL,PR,VEREADOR,VALDAIR FIGUEIRA MARQUES DA SILVA,89
1,ESPERANCA DO SUL,PGB,VEREADOR,VALTER ALBERTO ALVES TOJA,94
1,ESPERANCA DO SUL,PGB,VEREADOR,SILVANI ANTONIO PACE,81
1,ESPERANCA DO SUL,PGB,VEREADOR,ADELSON GONCALVES DA SILVA,90
1,ESPERANCA DO SUL,PGB,VEREADOR,CLAUDIA ABILIO DOS SANTOS,73
1,ESPERANCA DO SUL,PGB,VEREADOR,SOELI DOS SANTOS FARIAS,43
1,ESPERANCA DO SUL,PGB,VEREADOR,EITOR DOS SANTOS,3
1,ESPERANCA DO SUL,PGB,VEREADOR,JERONIMO SERGIO ROMANO SOARES,108
1,ESPERANCA DO SUL,PGB,VEREADOR,FABIO ARAUJO DA SILVA,5
1,ESPERANCA DO SUL,PGB,VEREADOR,MAURO JOSE NEIS,112
1,ESPERANCA DO SUL,PGB,VEREADOR,SCHEILA ANTONIO ALVES DE ANDRADE,150
1,ESPERANCA DO SUL,PGB,VEREADOR,CLAIR RIVAEL CHERUTTI ALVES,35
1,ESPERANCA DO SUL,PEN,VEREADOR,ROMILDO RODRIGUES BRIAO,101
1,ESPERANCA DO SUL,PGB,VEREADOR,ROSANE MARIA MORAES MESQUITA DE OLIVEIRA,35
1,ESPERANCA DO SUL,PGB,VEREADOR,HELIO DA SILVEIRA CHARAO,150
1,ESPERANCA DO SUL,PVN,VEREADOR,EMILIO IVANI MOLTER,10
1,ESPERANCA DO SUL,PVN,VEREADOR,AUGUSTO CARDOSO DA COSTA,74
1,ESPERANCA DO SUL,PVN,VEREADOR,ERANI SERGIO MOREIRA,157
1,ESPERANCA DO SUL,PVN,VEREADOR,SENILDA DA SILVA MEDEIROS,15
1,ESPERANCA DO SUL,PVN,VEREADOR,DEISE DE OLIVEIRA,72
1,ESPERANCA DO SUL,PVN,VEREADOR,LAERCIO LUIZ HAAG DOS SANTOS,38
1,ESPERANCA DO SUL,PVN,VEREADOR,RAFAEL TERESINHA BARBOSA,45
1,ESPERANCA DO SUL,PVN,VEREADOR,ATAIDES ELIAS HEYLMANN,54
1,ESPERANCA DO SUL,PVN,VEREADOR,DANIELA BERTE,12
1,ESPERANCA DO SUL,PVN,VEREADOR,LIANE MAIA DA SILVA,26
1,ESPERANCA DO SUL,PVN,VEREADOR,RAIMAR JACOB HAAG,172
1,ESPERANCA DO SUL,PVN,VEREADOR,VALDIR CARLOS DE ARAUJO,100
1,ESPERANCA DO SUL,PST,VEREADOR,MERACI ZALUAR DA SILVA,19
1,ESPERANCA DO SUL,PST,VEREADOR,CIRLEI MONDINI,148
1,ESPERANCA DO SUL,PST,VEREADOR,JARDEL OLIVEIRA DOS SANTOS,81
1,ESPERANCA DO SUL,PST,VEREADOR,ALGIRO ZABOT,81
1,ESPERANCA DO SUL,PST,VEREADOR,JURANDIR FERREIRA HAAS,128
1,ESPERANCA DO SUL,PG,VEREADOR,MARCOS SCHNEIDER DA SILVA,44
1,ROQUE GONZALES,PVN,PREFEITO,SADI DOMBROWSKI DA SILVA,2238
1,ROQUE GONZALES,PR,PREFEITO,JOAO CORA CHRISTANI,2991
1,ROQUE GONZALES,PVN,VEREADOR,ZENONE COSTA DOS SANTOS JUNIOR,313
1,ROQUE GONZALES,PVN,VEREADOR,MARILENE CARLOS NEVES PEREIRA,187
1,ROQUE GONZALES,PVN,VEREADOR,ADAO MATUELA,69
1,ROQUE GONZALES,PVN,VEREADOR,ADELAR BIACCHI DA SILVA,307
1,ROQUE GONZALES,PVN,VEREADOR,TANIA JOAO SCANDOLARA,353
1,ROQUE GONZALES,PVN,VEREADOR,PEDRO DE MELLO ALMEIDA,304
1,ROQUE GONZALES,PVN,VEREADOR,ANA ANTONIO STROHER,293
1,ROQUE GONZALES,PGB,VEREADOR,DIONEI DE LIMA FRANCIO,91
1,ROQUE GONZALES,PGB,VEREADOR,JOSE PAIM WEBER,245
1,ROQUE GONZALES,PR,VEREADOR,JUSTINO SPIECKERT,128
1,ROQUE GONZALES,PPP,VEREADOR,RUDINEI DA SILVA PAIM,258
1,ROQUE GONZALES,PR,VEREADOR,CLARI EDSON DA CAS,169
1,ROQUE GONZALES,PR,VEREADOR,MOACIR FARIAS MEDEIROS,220
1,ROQUE GONZALES,PR,VEREADOR,DELMAR DE FARIAS SARAIVA,254
1,ROQUE GONZALES,PR,VEREADOR,JOSE SILVA COSTA,394
1,ROQUE GONZALES,PR,VEREADOR,JUREMA ORDALIA DE MELLO,96
1,ROQUE GONZALES,PR,VEREADOR,JOSE BEATRIS AGNES,440
1,ROQUE GONZALES,PR,VEREADOR,ARISTEU KRUGER,313
1,ROQUE GONZALES,PR,VEREADOR,REJANE MARQUES PANTA,283
1,ROQUE GONZALES,PV,VEREADOR,VILSON DE ABREU,160
1,ROQUE GONZALES,PR,VEREADOR,ALCEU AFONSO TAGLIARI FARIAS,97
1,ROQUE GONZALES,PR,VEREADOR,BRUNA RUPPENTHAL,19
1,DOUTOR RICARDO,PR,PREFEITO,DARCI JOEL DOS SANTOS,809
1,DOUTOR RICARDO,PVN,PREFEITO,CATEA LOCATELLI,1019
1,DOUTOR RICARDO,PR,VEREADOR,EDSON LUCENA GOULART,36
1,DOUTOR RICARDO,PR,VEREADOR,ANTONIO LUIZ TURCATEL,57
1,DOUTOR RICARDO,PR,VEREADOR,CLECIO BARTH,159
1,DOUTOR RICARDO,PR,VEREADOR,AGENOR DA LUZ GARCIA,58
1,DOUTOR RICARDO,PR,VEREADOR,DIRCE CELSO FRANCO,30
1,DOUTOR RICARDO,PR,VEREADOR,NEDIO DE MELLO DA SILVA,81
1,DOUTOR RICARDO,PR,VEREADOR,ELIANE APARECIDA DIAS,33
1,DOUTOR RICARDO,PR,VEREADOR,MIRELE THOMAS FLORES,19
1,DOUTOR RICARDO,PG,VEREADOR,VERIDIANA LUIS SILVEIRA JOBIM,71
1,DOUTOR RICARDO,PG,VEREADOR,ATAIDES LUIZ DA SILVA STONE,69
1,DOUTOR RICARDO,PG,VEREADOR,TIAGO ANTONIO BERQUO FARIAS,109
1,DOUTOR RICARDO,PVN,VEREADOR,AIRTON ANDRE KOECHE,50
1,DOUTOR RICARDO,PVN,VEREADOR,SHIRLEY RODRIGO GAMBIN,18
1,DOUTOR RICARDO,PVN,VEREADOR,NEIVA DORIS VANZIN,85
1,DOUTOR RICARDO,PVN,VEREADOR,CLAUDIANO CESAR ROVEA PINTO,116
1,DOUTOR RICARDO,PVN,VEREADOR,ALBERTO POTRICH,105
1,DOUTOR RICARDO,PVN,VEREADOR,DOMINGOS SOARES VARGAS,11
1,DOUTOR RICARDO,PVN,VEREADOR,MILENE SZOMOROVSZKY GOUVEA,41
1,DOUTOR RICARDO,PVN,VEREADOR,SERLENE MARCON DOS SANTOS,69
1,DOUTOR RICARDO,PVN,VEREADOR,JANETE DUTRA NUNES,27
1,DOUTOR RICARDO,PVN,VEREADOR,ARGEMIRO POSSAMAI,80
1,DOUTOR RICARDO,PVN,VEREADOR,PAULO MARIZA SILVA DE SOUZA,77
1,DOUTOR RICARDO,PVN,VEREADOR,ASTOR LEAL VASCONCELOS,66
1,DOUTOR RICARDO,PVN,VEREADOR,DIEGO JESSE,31
1,DOUTOR RICARDO,PEN,VEREADOR,NEDIO GIOVANI ALVES DO VAL,132
1,DOUTOR RICARDO,PVN,VEREADOR,RODRIGO VANTZING GERALDO,109
1,ROSARIO DO SUL,PGB,PREFEITO,ZILASE LUIZ SCHENAL,14813
1,ROSARIO DO SUL,PR,PREFEITO,ALISSON RODRIGUES MADER,7705
1,ROSARIO DO SUL,PPP,PREFEITO,GILSON LUIS DE SOUZA RODRIGUES,804
1,ROSARIO DO SUL,PV,PREFEITO,FERNANDO ANTONIO CARNEVALI,618
1,ROSARIO DO SUL,PAC,VEREADOR,VOLNEI DANIEL DE LIMA,79
1,ROSARIO DO SUL,PST,VEREADOR,SANDRO KOHL,178
1,ROSARIO DO SUL,PAC,VEREADOR,ISAURA CONSTANCIO,15
1,ROSARIO DO SUL,PAC,VEREADOR,ALCEMAR INACIO GATTERMANN,157
1,ROSARIO DO SUL,PAC,VEREADOR,CATARINA CELIA RAUTER HERESCU,684
1,ROSARIO DO SUL,PST,VEREADOR,EDMUNDO SANTOS SILVA,585
1,ROSARIO DO SUL,PST,VEREADOR,BERNARD RIBAS DAMIANI,165
1,ROSARIO DO SUL,PST,VEREADOR,NELSON HENSEL,57
1,ROSARIO DO SUL,PST,VEREADOR,AGUIDA NATAL CHEMELLO,14
1,ROSARIO DO SUL,PEN,VEREADOR,FLAVIO REGINA RODRIGUES,283
1,ROSARIO DO SUL,PEN,VEREADOR,ADEMIR INACIO SCHMIDT,82
1,ROSARIO DO SUL,PSF,VEREADOR,JANETE BRUNISZAKI,60
1,ROSARIO DO SUL,PPP,VEREADOR,PAULO SINVAL TELES LUZ,350
1,ROSARIO DO SUL,PPP,VEREADOR,DILMAR MARIA VOLZ,175
1,ROSARIO DO SUL,PPP,VEREADOR,SALETE HENRIQUE AMARAL DA SILVA,27
1,ROSARIO DO SUL,PPP,VEREADOR,GILMAR DEVES,40
1,ROSARIO DO SUL,PEN,VEREADOR,PAULO LUIS QUADROS DA SILVA,175
1,ROSARIO DO SUL,PSF,VEREADOR,MARTA VINICIUS MULLER PEGORARO,11
1,ROSARIO DO SUL,PPP,VEREADOR,ANAIR DA SILVA CORREA,105
1,ROSARIO DO SUL,PSF,VEREADOR,ALVARO DURANTE,613
1,ROSARIO DO SUL,PSF,VEREADOR,PEDRO ISMAEL DOS SANTOS BRAGA,28
1,ROSARIO DO SUL,PEN,VEREADOR,VELOCINO JOSE DUTRA,59
1,ROSARIO DO SUL,PPP,VEREADOR,ANAURELINO COELHO,52
1,ROSARIO DO SUL,PGB,VEREADOR,JOAO FARINA,41
1,ROSARIO DO SUL,PGB,VEREADOR,LUIZ RIBEIRO MENDONCA,742
1,ROSARIO DO SUL,PGB,VEREADOR,JUNOR CESAR RIBEIRO,277
1,ROSARIO DO SUL,PGB,VEREADOR,DANIEL DE CARVALHO XAVIER,151
1,ROSARIO DO SUL,PGB,VEREADOR,MARCIO DITADI MACHADO,596
1,ROSARIO DO SUL,PGB,VEREADOR,ANGELICA LIMA DA SILVA,246
1,ROSARIO DO SUL,PGB,VEREADOR,LUIZA JOSE HARTMANN,133
1,ROSARIO DO SUL,PGB,VEREADOR,FABIANO FERRARI,281
1,ROSARIO DO SUL,MFT,VEREADOR,LUCIOMAR DA ROSA SCALCON,0
1,ROSARIO DO SUL,PGB,VEREADOR,JUPIRA LOPES BONEBERG,65
1,ROSARIO DO SUL,PGB,VEREADOR,ROGERIO MARTINS PEREIRA,633
1,ROSARIO DO SUL,PGB,VEREADOR,ARNILDO LEIRIA DE LIMA,367
1,ROSARIO DO SUL,PGB,VEREADOR,ADEMIR SANTOS DA LUZ,532
1,ROSARIO DO SUL,PGB,VEREADOR,ADAURI SERGIO TREVISAN,129
1,ROSARIO DO SUL,PGB,VEREADOR,VIVALDINO LUIS SUBTIL PAIM,133
1,ROSARIO DO SUL,PGB,VEREADOR,LEONARDO EHLERS DOS SANTOS REIS,642
1,ROSARIO DO SUL,MFT,VEREADOR,ADRIANO VIEIRA OLIVEIRA,849
1,ROSARIO DO SUL,PGB,VEREADOR,IRAN APARECIDA LUNEDO,222
1,ROSARIO DO SUL,PGB,VEREADOR,CLELIA NATALIO DOS SANTOS,27
1,ROSARIO DO SUL,PGB,VEREADOR,IZABEL BIRIBIO TOMAZ,201
1,ROSARIO DO SUL,PGB,VEREADOR,ALTINO TERESINHA THOMAS,27
1,ROSARIO DO SUL,PGB,VEREADOR,KAREN WILMA ZIMMER DE BAIRROS,0
1,ROSARIO DO SUL,PGB,VEREADOR,CIBELE GRUJICIC MARCELJA,40
1,ROSARIO DO SUL,PG,VEREADOR,CINTIA DE FATIMA DA SILVA SANTOS BUENO,444
1,ROSARIO DO SUL,PG,VEREADOR,MARIA CESAR DAL ASTA,497
1,ROSARIO DO SUL,PG,VEREADOR,MARCELO CINARA GERHARDT,115
1,ROSARIO DO SUL,PG,VEREADOR,MARCO FROES DE OLIVEIRA,216
1,ROSARIO DO SUL,PG,VEREADOR,ALESSANDRO GILBERTO PUCCINELLI ROSSETTINI,450
1,ROSARIO DO SUL,PG,VEREADOR,MARCELO ANTUNES DA SILVA,37
1,ROSARIO DO SUL,PG,VEREADOR,JOAO ILHA CARDOSO JUNIOR,43
1,ROSARIO DO SUL,PG,VEREADOR,VICENTE ERMELI CAMARGO,179
1,ROSARIO DO SUL,PG,VEREADOR,GLEI BAVARESCO CREMONESE,823
1,ROSARIO DO SUL,PG,VEREADOR,FLAVIA ANDREA BEUREN,70
1,ROSARIO DO SUL,PG,VEREADOR,MARCELO ROBERTO PIENIZ,124
1,ROSARIO DO SUL,PPF,VEREADOR,IRMA ORLANDO TIECHER,23
1,ROSARIO DO SUL,PPF,VEREADOR,WALMIR VIANA BARRES,2
1,ROSARIO DO SUL,PG,VEREADOR,KATIA ROCHA,63
1,ROSARIO DO SUL,PG,VEREADOR,GILSON BARBIER LEAL,629
1,ROSARIO DO SUL,PG,VEREADOR,EDUARDO DA SILVA E SILVA,485
1,ROSARIO DO SUL,PG,VEREADOR,JOAO EDEMAR KNOPP,56
1,ROSARIO DO SUL,PPF,VEREADOR,FABRICIO PEDRO ARNHOLD,111
1,ROSARIO DO SUL,PPF,VEREADOR,EDVANIA GERLACH SCHMITZ,0
1,ROSARIO DO SUL,PG,VEREADOR,CARLOS CARLOS MARIA DA SILVA,68
1,ROSARIO DO SUL,PVN,VEREADOR,JOAO NEVES DOS SANTOS,101
1,ROSARIO DO SUL,PVN,VEREADOR,JANAINE VALMIR ROCHA,61
1,ROSARIO DO SUL,PVN,VEREADOR,ANDREA DA SILVA MACHADO,191
1,ROSARIO DO SUL,PVN,VEREADOR,SANTOS FABIANO RIBEIRO AYRES,47
1,ROSARIO DO SUL,PR,VEREADOR,CRISTIANO DA SILVA PADILHA,779
1,ROSARIO DO SUL,PVN,VEREADOR,IARA DA COSTA SILVA,44
1,ROSARIO DO SUL,PVN,VEREADOR,TENISIA RODRIGUES,28
1,ROSARIO DO SUL,PVN,VEREADOR,TIAGO SANDRO DE FREITAS,297
1,ROSARIO DO SUL,PR,VEREADOR,ELISANDRO TEREZINHA FERREIRA FLORES,990
1,ROSARIO DO SUL,PR,VEREADOR,IVANDRA MARIA DE MORAES,5
1,ROSARIO DO SUL,PR,VEREADOR,IDEL DE JESUS TAVARES ALVES,172
1,ROSARIO DO SUL,PST,VEREADOR,FERNANDO FRANCISCA GOBETTI,119
1,ROSARIO DO SUL,PR,VEREADOR,CANTILIANO VAZ GUEDES,335
1,ROSARIO DO SUL,PVN,VEREADOR,ROGERIO ANDRE BIRCK,464
1,ROSARIO DO SUL,PR,VEREADOR,ALSOM DE LOURDES COSTA DE MORAIS,379
1,ROSARIO DO SUL,PR,VEREADOR,JALUSA LEANDRO WILHELM,763
1,ROSARIO DO SUL,PR,VEREADOR,EDUARDO SCHIMUNECK,347
1,ROSARIO DO SUL,PR,VEREADOR,DIEGO ZENI GONCALVES FALCAO,25
1,ROSARIO DO SUL,PVN,VEREADOR,EVERSON CARMEN DA SILVA,169
1,ROSARIO DO SUL,PVN,VEREADOR,CLEBER TERESINHA COLARES,83
1,ROSARIO DO SUL,PR,VEREADOR,ROSA SEVERO PEDROLLO,72
1,ROSARIO DO SUL,PR,VEREADOR,AFRANIO MARTENS,745
1,ROSARIO DO SUL,PR,VEREADOR,MARCO JUSTINA FORNAZIERI MOCELLIN,319
1,ROSARIO DO SUL,PVN,VEREADOR,JAIR MARTINS DE SOUZA,479
1,ROSARIO DO SUL,PR,VEREADOR,JOSE SCORTEGAGNA DE MORAIS,186
1,ROSARIO DO SUL,PVN,VEREADOR,ROSIMERI DE PAULA RODRIGUES,37
